id,baseMean,log2FoldChange,pvalue,padj
ENSDARG00000075065,17.00727655,-0.138164337,0.538597993,NA
ENSDARG00000057432,723.1126915,-0.083305283,0.538599131,0.818280314
ENSDARG00000095738,40.52946865,-0.137205377,0.538661843,NA
ENSDARG00000039302,1332.859895,0.045228794,0.53867054,0.818313513
ENSDARG00000078342,2381.597471,0.073132347,0.538717547,0.818313513
ENSDARG00000090514,10450.77426,-0.044873947,0.538779494,0.818313513
ENSDARG00000092289,101.3371149,-0.131355183,0.538789431,0.818313513
ENSDARG00000096078,28.44199373,-0.139780359,0.538820782,NA
ENSDARG00000021555,176.7329178,0.100340881,0.538821796,0.818313513
ENSDARG00000095475,160.4070972,0.118826886,0.538927562,0.818413138
ENSDARG00000027109,6352.762548,-0.053231721,0.539027491,0.818503885
ENSDARG00000092460,13.6250927,0.13285217,0.539087765,NA
ENSDARG00000092906,48.00217109,-0.136367512,0.53910909,NA
ENSDARG00000091904,47.97396429,0.133599914,0.539240923,NA
ENSDARG00000076880,77.20135222,0.114790634,0.539241281,NA
ENSDARG00000090857,1158.341899,-0.066606043,0.539286605,0.818784309
ENSDARG00000092572,26.80940633,0.139751485,0.539299667,NA
ENSDARG00000040114,709.6094069,-0.056308495,0.539314403,0.818784309
ENSDARG00000075515,42.11267374,-0.137762285,0.539353942,NA
ENSDARG00000057338,3153.454501,-0.050428649,0.539362868,0.818784309
ENSDARG00000062884,352.3497196,0.065273677,0.539387514,0.818784309
ENSDARG00000019150,367.7332157,0.132010639,0.539425301,0.818784309
ENSDARG00000087998,24.4142735,-0.139606098,0.53949058,NA
ENSDARG00000077495,1626.346873,-0.064232006,0.539503894,0.818784309
ENSDARG00000074892,385.16409,-0.079199188,0.539583973,0.818784309
ENSDARG00000020534,197.1643444,-0.101157323,0.53960273,0.818784309
ENSDARG00000077964,1363.155844,-0.054397606,0.5396098,0.818784309
ENSDARG00000062370,1900.745248,-0.108106977,0.539656844,0.818784309
ENSDARG00000040547,238.4129321,-0.091232439,0.539698783,0.818784309
ENSDARG00000096498,40.39881921,-0.133530319,0.539763243,NA
ENSDARG00000067949,93.63968597,-0.109043745,0.539770476,0.818784309
ENSDARG00000061936,266.5388778,-0.108283614,0.539775618,0.818784309
ENSDARG00000074493,194.4645137,-0.087316655,0.539786007,0.818784309
ENSDARG00000062594,410.5536442,-0.060755961,0.53981495,0.818784309
ENSDARG00000077503,23.51015625,0.136241825,0.539842821,NA
ENSDARG00000087432,119.8656895,-0.129405953,0.539905108,0.8188601
ENSDARG00000068247,871.9821093,0.066309045,0.540048543,0.819016678
ENSDARG00000035095,37.63058687,0.130725165,0.540080527,NA
ENSDARG00000017612,897.6533048,-0.059718078,0.540119158,0.819062804
ENSDARG00000040713,1438.382834,-0.084263063,0.540249592,0.819139512
ENSDARG00000062055,2420.497928,0.056240961,0.540283705,0.819139512
ENSDARG00000024381,558.9522332,-0.073708314,0.540290351,0.819139512
ENSDARG00000068539,12.95334828,0.077229606,0.540335402,NA
ENSDARG00000095331,49.29457033,0.135023259,0.540348491,NA
ENSDARG00000063218,1280.51882,-0.054123964,0.540439345,0.819273095
ENSDARG00000089579,13.7410233,-0.132160231,0.54044892,NA
ENSDARG00000028848,946.9022146,-0.082528587,0.54045888,0.819273095
ENSDARG00000094887,16.02710195,0.138988338,0.540462588,NA
ENSDARG00000028912,50.33277707,0.130745172,0.540470175,NA
ENSDARG00000067664,75.06972095,0.133153839,0.540515553,NA
ENSDARG00000036752,21.15595363,0.082600745,0.540525715,NA
ENSDARG00000077828,143.1329947,-0.112660439,0.540562499,0.819369209
ENSDARG00000062965,745.5140886,0.05822562,0.540609002,0.819378741
ENSDARG00000037390,186.7421214,0.089424486,0.540713917,0.819476797
ENSDARG00000051804,33.01775441,0.138826956,0.540726057,NA
ENSDARG00000017773,750.7914469,0.078335087,0.540788574,0.819528984
ENSDARG00000095621,16.06703631,-0.127408928,0.540832233,NA
ENSDARG00000061752,4872.840731,0.034929503,0.540862022,0.819579332
ENSDARG00000086578,536.782847,-0.09449114,0.540998203,0.819724725
ENSDARG00000003022,873.8923891,-0.070707939,0.54104959,0.819741627
ENSDARG00000030340,2400.715709,0.068392172,0.541099051,0.819755607
ENSDARG00000063186,29.49775528,0.139108223,0.541200029,NA
ENSDARG00000011909,1318.601635,-0.067456324,0.541223172,0.819882686
ENSDARG00000086807,201.5647348,0.090469003,0.54131998,0.819921212
ENSDARG00000088277,279.1052527,0.133909636,0.541329087,0.819921212
ENSDARG00000092549,47.63494756,-0.136108365,0.541372142,NA
ENSDARG00000092125,19.17238206,-0.138766634,0.541441389,NA
ENSDARG00000057368,489.4192856,0.106672624,0.541463822,0.820064326
ENSDARG00000096450,13.32546144,-0.138340659,0.541550977,NA
ENSDARG00000094921,26.43960587,0.129461315,0.541557064,NA
ENSDARG00000038009,393.3424584,0.136146721,0.541601748,0.820091642
ENSDARG00000035577,1777.97398,0.053320918,0.541605343,0.820091642
ENSDARG00000092386,769.3874021,0.084325085,0.541628037,0.820091642
ENSDARG00000086626,942.5753584,-0.060586904,0.541667698,0.820091642
ENSDARG00000077584,356.9814691,-0.085486557,0.541683107,0.820091642
ENSDARG00000053068,3582.918291,-0.104991134,0.541783609,0.820182855
ENSDARG00000080697,18.11696218,-0.13883492,0.542019938,NA
ENSDARG00000001760,2999.857334,-0.081693316,0.542151627,0.82050419
ENSDARG00000068125,1168.087249,-0.050921896,0.542177716,0.82050419
ENSDARG00000004721,1063.953759,-0.092626655,0.542187734,0.82050419
ENSDARG00000093925,691.1704439,-0.110166104,0.542239385,0.82050419
ENSDARG00000092093,1663.628614,-0.060957181,0.542270207,0.82050419
ENSDARG00000089391,118.9727475,-0.127974857,0.542278491,0.82050419
ENSDARG00000012694,32798.57431,-0.126424413,0.54230242,0.82050419
ENSDARG00000090126,41.20227418,0.131862313,0.542309368,NA
ENSDARG00000004342,9588.360605,-0.050574707,0.542337089,0.82050419
ENSDARG00000087255,197.0204964,0.1264397,0.542389268,0.82050419
ENSDARG00000086202,651.1220511,-0.138375236,0.54243603,0.82050419
ENSDARG00000087230,113.1859968,0.138532335,0.542488503,0.82050419
ENSDARG00000042521,627.598632,-0.087784837,0.542501874,0.82050419
ENSDARG00000062820,36.71507908,0.136197805,0.542517578,NA
ENSDARG00000001781,389.4310516,0.077607684,0.542519384,0.82050419
ENSDARG00000090170,42.82900275,-0.12640712,0.542565233,NA
ENSDARG00000052192,124.4344327,-0.092772528,0.542589455,0.820549257
ENSDARG00000062855,469.4655097,0.08157763,0.542783411,0.820690443
ENSDARG00000086256,400.8623191,0.084401671,0.542790539,0.820690443
ENSDARG00000096076,193.4136229,0.092845556,0.542803652,0.820690443
ENSDARG00000086879,37.00737867,0.138283732,0.542845665,NA
ENSDARG00000016699,1074.448723,0.053736977,0.542916694,0.820800448
ENSDARG00000069082,152.9006619,-0.100264976,0.543031999,0.820913857
ENSDARG00000062702,92.10551671,0.123911962,0.543117921,0.820982835
ENSDARG00000083454,56.12754838,-0.12247184,0.543139423,NA
ENSDARG00000093901,17.18719055,-0.136706559,0.54315514,NA
ENSDARG00000038862,535.2375648,0.075692397,0.543288447,0.821034202
ENSDARG00000077442,980.1883824,-0.052001518,0.543294774,0.821034202
ENSDARG00000014966,1003.122215,-0.069547309,0.543305787,0.821034202
ENSDARG00000077868,358.2959829,0.101441556,0.543313087,0.821034202
ENSDARG00000003933,10927.67958,0.074284796,0.543427373,0.821146004
ENSDARG00000090814,20.07344255,0.138125821,0.543449823,NA
ENSDARG00000083652,8.909010372,0.132869733,0.54347631,NA
ENSDARG00000083760,17.26553122,0.138374901,0.543572655,NA
ENSDARG00000020224,120.584188,-0.118685851,0.543576191,0.821226182
ENSDARG00000075761,12271.11308,0.083401851,0.543623639,0.821226182
ENSDARG00000056623,3291.123747,-0.038023088,0.543689553,0.821226182
ENSDARG00000059304,2409.78877,-0.097617353,0.543720156,0.821226182
ENSDARG00000094799,1414.081974,0.070505017,0.543721331,0.821226182
ENSDARG00000094936,454.143466,-0.059776757,0.543722268,0.821226182
ENSDARG00000095283,318.8197125,-0.096225893,0.543782474,0.821256238
ENSDARG00000088317,65.74639683,-0.113807116,0.543871181,NA
ENSDARG00000084111,30.97524799,-0.136997022,0.543967151,NA
ENSDARG00000077165,54.3239209,0.12165246,0.543977047,NA
ENSDARG00000095364,12.32112528,-0.083871051,0.544012154,NA
ENSDARG00000088251,136.2559691,-0.10385209,0.544051336,0.821591337
ENSDARG00000038557,559.0139094,0.080401318,0.544100523,0.821591337
ENSDARG00000035709,19.95295316,0.128563038,0.544138662,NA
ENSDARG00000086908,898.5978119,-0.05352621,0.544149937,0.821591337
ENSDARG00000052589,23403.97007,-0.100523391,0.544165649,0.821591337
ENSDARG00000094164,30.94866033,-0.136666799,0.54424346,NA
ENSDARG00000039265,212.5989512,0.09711754,0.544246463,0.821619554
ENSDARG00000043638,718.5720213,0.059763724,0.544264988,0.821619554
ENSDARG00000068279,41.26055517,-0.138032515,0.544356937,NA
ENSDARG00000075622,11.05309502,-0.133367206,0.544393675,NA
ENSDARG00000087413,65.23138554,0.114731054,0.544433404,NA
ENSDARG00000093065,198.4936084,-0.113512668,0.544503318,0.821858886
ENSDARG00000080840,17.41751532,-0.110961893,0.544503656,NA
ENSDARG00000071141,17.33161662,-0.104672275,0.544509524,NA
ENSDARG00000082930,37.20663501,-0.13389996,0.544509856,NA
ENSDARG00000009175,1296.870386,-0.061749459,0.544519936,0.821858886
ENSDARG00000046139,8.449521326,0.125523518,0.544535198,NA
ENSDARG00000042989,798.7991405,0.050482077,0.544544538,0.821858886
ENSDARG00000033144,3034.926354,-0.061355164,0.54469927,0.821895834
ENSDARG00000052294,12.83164724,-0.136177197,0.544710463,NA
ENSDARG00000081050,1976.631707,0.05978033,0.544723987,0.821895834
ENSDARG00000079345,287.1184602,-0.12462215,0.544757058,0.821895834
ENSDARG00000069090,2958.947527,0.044248638,0.544767734,0.821895834
ENSDARG00000043249,838.7823771,-0.060212632,0.544796379,0.821895834
ENSDARG00000004680,3119.860924,0.038540648,0.54481105,0.821895834
ENSDARG00000026170,747.1678785,-0.049341235,0.544905272,0.821960613
ENSDARG00000095951,23.99940762,-0.137331517,0.544917334,NA
ENSDARG00000086475,160.0470598,-0.093713292,0.544958607,0.821960613
ENSDARG00000096022,8.87515743,0.10797598,0.544974213,NA
ENSDARG00000026473,916.2902518,-0.06734971,0.544975014,0.821960613
ENSDARG00000089797,19.74929049,-0.136665577,0.545015064,NA
ENSDARG00000094067,234.7368045,0.095034088,0.545128259,0.822047576
ENSDARG00000074845,706.0458569,0.058255172,0.54514845,0.822047576
ENSDARG00000016293,2647.086606,-0.058735073,0.54515371,0.822047576
ENSDARG00000086847,180.4908076,0.109312052,0.54530182,0.822171905
ENSDARG00000068903,1434.443672,-0.082103265,0.545331287,0.822171905
ENSDARG00000059466,118.6138128,0.09145894,0.545371292,0.822171905
ENSDARG00000024564,1379.081562,-0.044250743,0.545397569,0.822171905
ENSDARG00000076259,58.20935243,-0.124005288,0.545602463,NA
ENSDARG00000073711,380.1181829,0.070873913,0.545648325,0.822489059
ENSDARG00000044748,10.92739985,-0.129206991,0.545795164,NA
ENSDARG00000091935,23.68235024,-0.137348715,0.545968709,NA
ENSDARG00000043962,207.6378186,0.108131396,0.546005077,0.822914874
ENSDARG00000002546,518.2134442,0.101727724,0.546011592,0.822914874
ENSDARG00000087985,36.49397672,0.137175485,0.546056549,NA
ENSDARG00000006981,36.66791446,-0.135884698,0.54612782,NA
ENSDARG00000076584,329.9434536,-0.082408121,0.546136398,0.822939567
ENSDARG00000089125,105.1432381,0.106755805,0.546181483,0.822939567
ENSDARG00000078775,1017.026654,0.072393891,0.546183055,0.822939567
ENSDARG00000095078,89.34034655,0.129642267,0.546183535,NA
ENSDARG00000010640,1479.796962,-0.088595883,0.546238481,0.822939567
ENSDARG00000046087,284.8088578,0.101999417,0.546284685,0.822939567
ENSDARG00000036420,185.0795181,0.086911898,0.546285366,0.822939567
ENSDARG00000042807,1454.611507,-0.109149943,0.546310703,0.822939567
ENSDARG00000077410,2533.959445,0.058304683,0.546596183,0.82328415
ENSDARG00000003570,23229.26101,0.127426716,0.546620269,0.82328415
ENSDARG00000089892,122.7707008,-0.11071426,0.546687879,0.823325118
ENSDARG00000014463,1607.65495,0.054704683,0.546748693,0.823355847
ENSDARG00000011579,402.0212781,-0.081617237,0.546890588,0.823380252
ENSDARG00000086276,12.29876149,-0.065610217,0.546896515,NA
ENSDARG00000093657,14.43760049,-0.129306902,0.546907131,NA
ENSDARG00000089230,197.5308485,-0.11128457,0.546907318,0.823380252
ENSDARG00000070581,455.9424691,0.115585645,0.546910651,0.823380252
ENSDARG00000000830,541.2223558,-0.059419609,0.546926544,0.823380252
ENSDARG00000094788,52.71533739,-0.120720835,0.546987025,NA
ENSDARG00000019990,133.963,0.083995334,0.547044532,0.823458695
ENSDARG00000008937,2974.004405,-0.038226478,0.547084676,0.823458695
ENSDARG00000011488,1608.595856,0.095660076,0.547156931,0.823458695
ENSDARG00000070885,36.4185824,-0.137106444,0.547184327,NA
ENSDARG00000080942,379.5899098,0.106915147,0.547279311,0.823458695
ENSDARG00000037408,223.894369,-0.099668937,0.547292621,0.823458695
ENSDARG00000036956,2523.857708,0.059669069,0.547300028,0.823458695
ENSDARG00000070126,130.8734754,-0.122599324,0.547316648,0.823458695
ENSDARG00000034893,1846.014256,-0.040904412,0.547357472,0.823458695
ENSDARG00000095695,489.2112167,-0.132164621,0.547386955,0.823458695
ENSDARG00000052873,1333.826174,0.065237088,0.547413989,0.823458695
ENSDARG00000003027,182.4599058,-0.085451642,0.547430472,0.823458695
ENSDARG00000041232,18825.41995,0.030943913,0.547485877,0.823458695
ENSDARG00000090177,13.39900237,0.125833733,0.547488412,NA
ENSDARG00000093844,31325.28013,0.09823377,0.54753136,0.823458695
ENSDARG00000087020,451.5622657,-0.072276953,0.547544461,0.823458695
ENSDARG00000089914,561.7733637,-0.062795004,0.547621485,0.823473169
ENSDARG00000024006,47.57390731,0.131684176,0.547633635,NA
ENSDARG00000060631,451.6853401,0.061968077,0.547634918,0.823473169
ENSDARG00000095909,94.62110095,-0.136682407,0.547709033,0.823498976
ENSDARG00000043835,331.9105507,0.113698469,0.547732914,0.823498976
ENSDARG00000076820,171.8213391,0.131953728,0.547886813,0.823633898
ENSDARG00000045554,602.6485653,-0.056905348,0.547937762,0.823633898
ENSDARG00000092783,7.850046253,-0.062393551,0.547949195,NA
ENSDARG00000079143,356.8618143,0.079143171,0.547969779,0.823633898
ENSDARG00000077090,295.7442575,-0.107999395,0.547984349,0.823633898
ENSDARG00000046007,276.6474522,0.092881573,0.548105667,0.823755474
ENSDARG00000094807,12.00192393,0.132537857,0.548125036,NA
ENSDARG00000007578,111.5671215,-0.12748002,0.548149388,0.82376042
ENSDARG00000003382,664.577273,0.078366498,0.548214484,0.823797486
ENSDARG00000087576,61.43690131,-0.119822983,0.54824143,NA
ENSDARG00000014623,68.71630891,-0.13266803,0.548268484,NA
ENSDARG00000086151,219.3535927,-0.083602214,0.548324872,0.823885356
ENSDARG00000041418,196.7255512,0.08128054,0.548353831,0.823885356
ENSDARG00000074236,630.6095151,-0.063366886,0.548417831,0.8239115
ENSDARG00000056559,1608.803673,-0.055970683,0.548452107,0.8239115
ENSDARG00000061021,242.947894,0.084085535,0.548551876,0.824000625
ENSDARG00000094491,34.1643557,-0.106521316,0.548643229,NA
ENSDARG00000035765,29.4949761,0.129399926,0.548755193,NA
ENSDARG00000020548,70.26651315,-0.123174666,0.548776042,NA
ENSDARG00000078176,52.50920867,0.130057198,0.548843355,NA
ENSDARG00000084123,12.5199687,-0.132508475,0.548852169,NA
ENSDARG00000005284,330.9232424,-0.082730764,0.548856224,0.824397019
ENSDARG00000087902,33.10857259,0.134683177,0.548889788,NA
ENSDARG00000052400,9.779184897,-0.093508839,0.548910002,NA
ENSDARG00000018788,77.6717559,-0.120881767,0.549006133,NA
ENSDARG00000087474,53.43671948,0.127999937,0.549012876,NA
ENSDARG00000052170,2485.343194,0.083170119,0.549038687,0.824610295
ENSDARG00000061277,118.5828534,-0.110108587,0.54914716,0.824654488
ENSDARG00000007496,1380.713683,0.079395021,0.54914906,0.824654488
ENSDARG00000079323,705.9381733,0.057722902,0.549248106,0.82474244
ENSDARG00000056490,3263.0615,0.040104013,0.549355262,0.824842555
ENSDARG00000052994,1435.029713,0.054217812,0.549398309,0.824846403
ENSDARG00000075029,723.5587464,-0.078484432,0.549439275,0.824847129
ENSDARG00000016598,16521.91549,0.080062413,0.549516131,0.824885916
ENSDARG00000086092,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000086275,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000086387,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000086441,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000086833,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000086924,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000087065,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000087304,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000087334,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000087340,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000087354,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000087371,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000087404,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000088206,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000088220,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000088557,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000088826,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000090060,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000090125,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000090251,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000090293,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000090588,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000090816,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000091112,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000091687,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000091842,9.880700094,0.125295319,0.549523676,NA
ENSDARG00000053323,484.2816316,-0.093673111,0.549546082,0.824885916
ENSDARG00000080051,12.90707772,-0.091298372,0.549612941,NA
ENSDARG00000045296,552.1561176,0.073272611,0.549687149,0.824960138
ENSDARG00000070939,1215.656289,0.0476475,0.549711818,0.824960138
ENSDARG00000031372,610.9137911,0.060887498,0.549806907,0.824960138
ENSDARG00000045758,239.8623092,0.116397729,0.549826255,0.824960138
ENSDARG00000078008,742.1772255,-0.068408908,0.549862643,0.824960138
ENSDARG00000096375,4387.364677,0.062202312,0.549917639,0.824960138
ENSDARG00000036272,93.46349988,0.131881135,0.549964231,0.824960138
ENSDARG00000058246,115.1049667,0.104999079,0.549992411,0.824960138
ENSDARG00000054497,56.99749795,0.132849571,0.550001672,NA
ENSDARG00000084941,8.800640698,0.108125081,0.55001568,NA
ENSDARG00000092338,1049.860176,0.090704723,0.550020708,0.824960138
ENSDARG00000078613,72.65384005,0.123418415,0.550024736,NA
ENSDARG00000045301,41.28264668,0.134787873,0.550026589,NA
ENSDARG00000086069,15.23611267,0.136179111,0.550041333,NA
ENSDARG00000079533,1250.82135,-0.074522592,0.550078827,0.824960138
ENSDARG00000024560,407.7606315,-0.10225343,0.550102506,0.824960138
ENSDARG00000026908,6939.097605,-0.072979361,0.550113916,0.824960138
ENSDARG00000073713,195.3395234,0.083401451,0.550121884,0.824960138
ENSDARG00000062096,1103.455084,0.06505771,0.550183382,0.824975405
ENSDARG00000053408,8.805358658,0.123845575,0.550186541,NA
ENSDARG00000085371,25.39640146,0.136036847,0.550201238,NA
ENSDARG00000004771,1989.214603,-0.054752485,0.550213045,0.824975405
ENSDARG00000042159,78.41771551,-0.111821816,0.550236103,NA
ENSDARG00000002760,167.3354507,-0.087363944,0.55026933,0.824997609
ENSDARG00000078315,583.8708105,-0.066144582,0.550340001,0.824997609
ENSDARG00000068731,91.6496256,0.108432144,0.550358257,NA
ENSDARG00000014239,1365.762765,0.05961078,0.550361074,0.824997609
ENSDARG00000074528,82.07569915,-0.118190723,0.55047686,NA
ENSDARG00000016443,19408.62806,0.039682829,0.550485519,0.824997609
